pcd_id,timebase,point_num,lidar_id,system_time_sec
901,1765435906078870778,19968,192,1765435909.973212004
902,1765435906178861384,20064,192,1765435910.546396017
903,1765435906578789863,20064,192,1765435910.549754620
904,1765435906880366425,20544,192,1765435910.550523043
905,1765435906978783063,19968,192,1765435910.962001562
906,1765435907178860494,19968,192,1765435910.965445995
907,1765435907378836797,19968,192,1765435911.089116096
908,1765435907578104198,20160,192,1765435911.287125587
909,1765435908078699162,20064,192,1765435911.420658827
910,1765435908178911931,19872,192,1765435912.111799002
911,1765435908578821386,19968,192,1765435912.191896915
912,1765435908678762713,20064,192,1765435912.195545673
913,1765435908778935279,19968,192,1765435912.196928501
914,1765435908878767996,19872,192,1765435912.699901581
915,1765435909078944610,19872,192,1765435912.703239679
916,1765435909478702250,19968,192,1765435912.705450773
917,1765435909578792445,19968,192,1765435912.825098753
918,1765435909878750997,20064,192,1765435913.039166689
919,1765435910080455227,19968,192,1765435913.472915411
920,1765435910278809151,19968,192,1765435913.476407528
921,1765435910378269370,20064,192,1765435913.607673883
922,1765435910678868692,19872,192,1765435913.749968052
923,1765435910778252597,20160,192,1765435913.953960657
924,1765435910978800132,19968,192,1765435914.069758177
925,1765435911178685060,20064,192,1765435914.289568663
926,1765435911378674469,19968,192,1765435914.424111128
927,1765435911478700590,20064,192,1765435914.545928001
928,1765435911578811691,19968,192,1765435914.769323111
929,1765435911878878813,19872,192,1765435914.897625685
930,1765435912078393077,20064,192,1765435915.023678303
931,1765435912278666779,19968,192,1765435915.148829460
932,1765435912378346272,20064,192,1765435916.173901558
933,1765435912478744796,19872,192,1765435916.189609289
934,1765435912778312680,20064,192,1765435916.190404892
935,1765435912978656677,20064,192,1765435916.191289425
936,1765435913178818712,19968,192,1765435916.191986084
937,1765435913278849905,19872,192,1765435916.696403265
938,1765435913478731035,19968,192,1765435916.700130701
939,1765435913678927421,19968,192,1765435916.702636480
940,1765435913878949938,19968,192,1765435916.829200745
941,1765435913978902984,19968,192,1765435917.048062325
942,1765435914178634114,20064,192,1765435917.207760334
943,1765435914378602926,19968,192,1765435917.334294796
944,1765435914478247474,20064,192,1765435917.542549849
945,1765435914678655413,19968,192,1765435917.748948812
946,1765435914878746187,19968,192,1765435917.907045364
947,1765435914978615548,19968,192,1765435918.476694584
948,1765435915078634611,19968,192,1765435918.561767578
949,1765435915278663089,19968,192,1765435918.565797806
950,1765435915378712355,19968,192,1765435918.685549259
951,1765435915578671630,19968,192,1765435919.020260334
952,1765435915678832358,20064,192,1765435919.024274111
953,1765435915978856602,19968,192,1765435919.157360077
954,1765435916078841998,19968,192,1765435919.285477400
955,1765435916378673780,20064,192,1765435919.499561071
956,1765435916578704367,19872,192,1765435919.707689762
957,1765435916778770677,19968,192,1765435919.840220928
958,1765435916978827579,19968,192,1765435920.263241053
959,1765435917178207985,20064,192,1765435920.267311096
960,1765435917278781653,20064,192,1765435920.402183056
961,1765435917478743129,19968,192,1765435920.682080984
962,1765435917678197387,20064,192,1765435920.803885460
963,1765435917778837110,19968,192,1765435920.985938072
964,1765435917978742512,20064,192,1765435921.153407574
965,1765435918178310435,19968,192,1765435921.378024817
966,1765435918278473828,20064,192,1765435921.507748365
967,1765435918578201717,20064,192,1765435921.724206924
968,1765435918778852075,19968,192,1765435922.882111549
969,1765435918878762803,19968,192,1765435922.885619879
970,1765435919078255578,20064,192,1765435922.887582064
971,1765435919178871633,19872,192,1765435922.888215780
972,1765435919378835273,19872,192,1765435923.071894646
973,1765435919678703141,19968,192,1765435923.075335026
974,1765435919778298835,20064,192,1765435923.077398539
975,1765435919978633508,20064,192,1765435923.313478231
976,1765435920079275730,19968,192,1765435923.454430819
977,1765435920278277210,20064,192,1765435923.659260988
978,1765435920578258872,20064,192,1765435923.796704054
979,1765435920778993856,19872,192,1765435923.997249126
980,1765435920878693677,19968,192,1765435924.163916349
981,1765435921078726500,19968,192,1765435924.298170328
982,1765435921278759711,19968,192,1765435924.412411928
983,1765435921478868811,19968,192,1765435924.615229368
984,1765435921678629228,19968,192,1765435924.751179218
985,1765435921778709860,19968,192,1765435924.970151663
986,1765435921878225294,20064,192,1765435925.087786198
987,1765435921978833682,20064,192,1765435925.294320583
988,1765435922178270434,20064,192,1765435925.426818848
989,1765435922278765970,20064,192,1765435925.643433332
990,1765435922678889741,19872,192,1765435925.773652315
991,1765435922778445044,20064,192,1765435925.894598722
992,1765435923278996702,19872,192,1765435926.788536072
993,1765435923378728410,20064,192,1765435926.792487383
994,1765435923578828359,19968,192,1765435926.793540955
995,1765435923678897435,20064,192,1765435926.794180393
996,1765435923978882610,19968,192,1765435926.794819832
997,1765435924078791928,20064,192,1765435927.041930199
998,1765435924279036485,19968,192,1765435927.158030987
999,1765435924378685935,19872,192,1765435927.277750015
1000,1765435924578426978,19872,192,1765435927.866312504
1001,1765435924678247481,20064,192,1765435927.869700432
1002,1765435924878685630,19968,192,1765435927.872770309
1003,1765435924978720465,19968,192,1765435927.982840538
1004,1765435925178800523,19968,192,1765435928.604021072
1005,1765435925378229771,20064,192,1765435928.607368231
1006,1765435925578372013,19968,192,1765435928.610095263
1007,1765435925678263942,20064,192,1765435928.726949692
1008,1765435925778903863,19968,192,1765435928.874332666
1009,1765435925978253594,20160,192,1765435929.171614647
1010,1765435926178845276,19968,192,1765435929.301551104
1011,1765435926278946405,19968,192,1765435929.508711576
1012,1765435926578668558,19968,192,1765435929.629798174
1013,1765435926678168563,20064,192,1765435929.755401134
1014,1765435926978751505,20064,192,1765435929.978587389
1015,1765435927078905467,19968,192,1765435930.140301943
1016,1765435927178867820,19968,192,1765435930.280763865
1017,1765435927278745765,19968,192,1765435930.408609867
1018,1765435927478825302,19968,192,1765435930.970620394
1019,1765435927778683156,20064,192,1765435930.974056482
1020,1765435927878776692,19968,192,1765435930.976593971
1021,1765435928078738785,19872,192,1765435931.168962479
1022,1765435928278709118,19968,192,1765435931.308204651
1023,1765435928478761524,19968,192,1765435931.524248362
1024,1765435928678403563,20064,192,1765435931.642817974
1025,1765435928778901559,19968,192,1765435931.853142262
1026,1765435929078872539,19968,192,1765435931.981241703
1027,1765435929278712334,19968,192,1765435932.185795069
1028,1765435929478261688,20064,192,1765435932.314383507
1029,1765435929578823960,20064,192,1765435932.461806297
1030,1765435929678889551,19968,192,1765435932.601367712
1031,1765435929878698329,20064,192,1765435932.719589472
1032,1765435930079063267,19872,192,1765435933.282718658
1033,1765435930178390401,20064,192,1765435933.286063194
1034,1765435930278912710,19968,192,1765435933.287745237
1035,1765435930578909076,19968,192,1765435933.489172935
1036,1765435930679038184,19968,192,1765435933.620571375
1037,1765435930778375336,20064,192,1765435933.829242706
1038,1765435931078673310,19968,192,1765435934.123898506
1039,1765435931178242978,20064,192,1765435934.246839285
1040,1765435931478237527,20064,192,1765435934.462849617
1041,1765435931578846261,19968,192,1765435934.618176699
1042,1765435931778243984,20064,192,1765435934.747359514
1043,1765435931878843328,19968,192,1765435934.966051817
1044,1765435932078263051,20064,192,1765435935.092607737
1045,1765435932278895836,19872,192,1765435935.325227022
1046,1765435932378311227,19968,192,1765435935.446555376
1047,1765435932578304648,19872,192,1765435935.895702124
1048,1765435932678427718,20064,192,1765435936.257578850
1049,1765435932778196439,20160,192,1765435936.261002302
1050,1765435932978277748,20064,192,1765435936.263912916
1051,1765435933178324908,19968,192,1765435936.461287737
1052,1765435933378777582,19968,192,1765435936.598017931
1053,1765435933578302246,20064,192,1765435936.742058754
1054,1765435933778995085,19968,192,1765435936.868721008
1055,1765435934078894761,19968,192,1765435937.079158783
1056,1765435934178366243,19968,192,1765435937.288601875
1057,1765435934378792620,19872,192,1765435938.001108170
1058,1765435934578275654,20064,192,1765435938.004719973
1059,1765435934678342872,19968,192,1765435938.418143749
1060,1765435934878375826,19968,192,1765435938.504526854
1061,1765435934978277434,20064,192,1765435938.508358955
1062,1765435935278657492,20064,192,1765435938.509737015
1063,1765435935378942188,19872,192,1765435938.733991623
1064,1765435935578325111,19968,192,1765435939.170465708
1065,1765435935777050576,20256,192,1765435939.174101353
1066,1765435935978925143,19968,192,1765435939.305296183
1067,1765435936078280310,20064,192,1765435939.466096401
1068,1765435936378232036,20064,192,1765435939.624694586
1069,1765435936478875655,19968,192,1765435940.190458536
1070,1765435936678217021,20064,192,1765435940.194230080
1071,1765435936778223164,20064,192,1765435940.195328236
1072,1765435936978763797,19872,192,1765435940.414908648
1073,1765435937178744193,19776,192,1765435941.470404148
1074,1765435937378169946,20064,192,1765435941.474026918
1075,1765435937578819133,19968,192,1765435941.505069256
1076,1765435937778250293,19968,192,1765435941.505916595
1077,1765435937878216880,19968,192,1765435942.469062567
1078,1765435938178815412,19968,192,1765435942.546030760
1079,1765435938278300225,20064,192,1765435942.549221277
1080,1765435938678244978,19968,192,1765435942.549999952
1081,1765435938875039068,20640,192,1765435942.550740719
1082,1765435938978269293,19968,192,1765435942.551371336
1083,1765435939178730868,19968,192,1765435943.346862555
1084,1765435939378262321,20064,192,1765435943.350613356
1085,1765435939578323936,19968,192,1765435943.352317095
1086,1765435939778465995,19968,192,1765435943.648212194
1087,1765435939878859429,19872,192,1765435943.763975143
1088,1765435940078339938,20064,192,1765435943.970146894
1089,1765435940378376564,20064,192,1765435944.108469486
1090,1765435940478963218,19968,192,1765435944.330561161
1091,1765435940678416689,19968,192,1765435945.222783089
1092,1765435940878233398,19968,192,1765435945.226376534
1093,1765435940978153836,20160,192,1765435945.227209806
1094,1765435941378170489,19968,192,1765435945.791992426
1095,1765435941578249954,20064,192,1765435945.875691891
1096,1765435941878368280,20064,192,1765435945.879275084
1097,1765435941978888119,19968,192,1765435946.282773018
1098,1765435942178359292,19968,192,1765435946.493692160
1099,1765435942278308136,20064,192,1765435946.497017384
1100,1765435942878332491,19968,192,1765435946.498580933
1101,1765435943078753766,19968,192,1765435946.618014097
1102,1765435943178273687,20064,192,1765435947.505485773
1103,1765435943578852090,19968,192,1765435947.508790731
1104,1765435943678364752,19968,192,1765435947.511210680
1105,1765435943878846840,19968,192,1765435947.511877537
1106,1765435943979075773,20064,192,1765435947.718157053
1107,1765435944278816376,19968,192,1765435948.268373013
1108,1765435944478460193,19872,192,1765435948.670436621
1109,1765435944578238537,20064,192,1765435948.674114466
1110,1765435944778340257,20064,192,1765435948.675508976
1111,1765435944978177406,19968,192,1765435948.676231861
1112,1765435945178318884,19968,192,1765435948.974840403
1113,1765435945578303972,19968,192,1765435949.143612385
1114,1765435945678505294,20064,192,1765435949.313528061
1115,1765435945978412245,19968,192,1765435949.563810825
1116,1765435946178342816,19968,192,1765435949.686354876
1117,1765435946378827290,19968,192,1765435949.823534489
1118,1765435946578823435,19872,192,1765435950.042693853
1119,1765435946778238937,20064,192,1765435950.170181274
1120,1765435946978249841,20064,192,1765435950.314171553
1121,1765435947178907923,19968,192,1765435950.454201698
1122,1765435947378801698,19968,192,1765435950.867841482
1123,1765435947678309797,20064,192,1765435950.871235609
1124,1765435947778913002,19968,192,1765435950.982762337
1125,1765435947978321577,20064,192,1765435951.099105120
1126,1765435948078937430,19968,192,1765435951.315475941
1127,1765435948378839210,19968,192,1765435951.435204506
1128,1765435948578281653,20064,192,1765435951.565399647
1129,1765435948878334024,20064,192,1765435951.802650690
1130,1765435949079085400,19872,192,1765435952.025106192
1131,1765435949278204957,20064,192,1765435952.152390718
1132,1765435949478396393,20064,192,1765435952.273779154
1133,1765435949578945635,19968,192,1765435952.981805563
1134,1765435949778290078,20064,192,1765435952.985269785
1135,1765435949978836918,19968,192,1765435952.987856865
1136,1765435950078583463,19968,192,1765435952.988486290
1137,1765435950278800694,19968,192,1765435953.306008577
1138,1765435950378998661,19968,192,1765435953.467144251
1139,1765435950578835247,19968,192,1765435953.697679043
1140,1765435950678194276,19968,192,1765435954.682224989
1141,1765435950878847670,19968,192,1765435954.685744047
1142,1765435950978232495,19968,192,1765435954.688601494
1143,1765435951278912300,19968,192,1765435954.689481497
1144,1765435951379019526,19968,192,1765435954.690216303
1145,1765435951478344000,19680,192,1765435954.690873623
1146,1765435951780761789,20160,192,1765435955.067633390
1147,1765435951978215728,19968,192,1765435955.188830614
1148,1765435952078240473,20064,192,1765435955.311667919
1149,1765435952178253422,20064,192,1765435955.536121607
1150,1765435952378221208,20064,192,1765435955.675271749
1151,1765435952578832822,19968,192,1765435955.891846180
1152,1765435952678318053,19968,192,1765435956.319752455
1153,1765435952778317483,19968,192,1765435956.562809706
1154,1765435953278418890,19968,192,1765435956.566368818
1155,1765435953378299802,20064,192,1765435956.769619942
1156,1765435953578373290,19968,192,1765435956.941528082
1157,1765435953778222280,20064,192,1765435957.064661026
1158,1765435953878346875,19968,192,1765435957.278726578
1159,1765435954178931917,19968,192,1765435958.165071011
1160,1765435954278225537,19968,192,1765435958.168907166
1161,1765435954478919630,19872,192,1765435958.170884132
1162,1765435954578330601,19968,192,1765435958.171526194
1163,1765435954978214540,20064,192,1765435958.172163486
1164,1765435955078226858,19968,192,1765435959.235758305
1165,1765435955278318121,20064,192,1765435959.239115715
1166,1765435955478266200,20064,192,1765435959.241183758
1167,1765435955578433998,19968,192,1765435959.758057356
1168,1765435955778259671,20064,192,1765435959.761480093
1169,1765435955978351268,20064,192,1765435960.184500456
1170,1765435956178361938,19968,192,1765435960.282596588
1171,1765435956378387349,19968,192,1765435960.283395052
1172,1765435956678310004,20064,192,1765435960.284128428
1173,1765435956878311693,20064,192,1765435960.421994448
1174,1765435956978914522,19968,192,1765435960.547021627
1175,1765435957178256050,20064,192,1765435960.763183117
1176,1765435957378358292,20064,192,1765435960.883223534
1177,1765435957478910974,19968,192,1765435961.095423460
1178,1765435957678211816,20064,192,1765435961.232661963
1179,1765435957878341577,19968,192,1765435961.449971199
1180,1765435957978477114,20064,192,1765435961.579894066
1181,1765435958478312786,19968,192,1765435962.023746967
1182,1765435958578240436,19968,192,1765435962.027146339
1183,1765435958778353140,19968,192,1765435962.157995939
1184,1765435959078392864,19968,192,1765435962.335303068
1185,1765435959178279069,20064,192,1765435962.578026533
1186,1765435959478245792,19968,192,1765435962.714809418
1187,1765435959678390143,19968,192,1765435962.856960058
1188,1765435959878354551,19968,192,1765435962.986194372
1189,1765435960078247830,20064,192,1765435963.191062689
1190,1765435960378359383,20064,192,1765435963.312085152
1191,1765435960478930730,19872,192,1765435963.539399147
1192,1765435960678357216,20064,192,1765435963.682574987
1193,1765435960778917673,19968,192,1765435963.800227880
1194,1765435961079169855,19968,192,1765435964.245659113
1195,1765435961178392935,19968,192,1765435964.249641657
1196,1765435961378373655,19968,192,1765435964.379858732
1197,1765435961478240989,19872,192,1765435964.585592508
1198,1765435961678368967,19968,192,1765435964.709667683
1199,1765435961878290059,19968,192,1765435964.848215818
1200,1765435962078871144,19968,192,1765435964.979906797
1201,1765435962278270610,20064,192,1765435965.201190948
1202,1765435962478360569,19968,192,1765435965.343601942
1203,1765435962678269993,19968,192,1765435965.470402718
1204,1765435962778265010,19968,192,1765435965.681559086
1205,1765435962878278675,20064,192,1765435965.817886353
1206,1765435963178387280,20064,192,1765435965.960795164
1207,1765435963278398722,19968,192,1765435966.179237366
1208,1765435963478896621,19968,192,1765435966.369169474
1209,1765435963578909341,19968,192,1765435966.521433115
1210,1765435963678270752,20064,192,1765435966.985722065
1211,1765435963978944203,19968,192,1765435966.989373207
1212,1765435964078927664,19968,192,1765435967.786585569
1213,1765435964278245090,20064,192,1765435967.790425301
1214,1765435964478941098,19872,192,1765435968.306120634
1215,1765435964676246931,20352,192,1765435968.309962034
1216,1765435964778310966,20064,192,1765435968.312369823
1217,1765435964878426536,19968,192,1765435968.313077450
1218,1765435965078389476,19968,192,1765435968.313760042
1219,1765435965278399006,19968,192,1765435968.314386845
1220,1765435965378435447,19968,192,1765435968.734995365
1221,1765435965578420478,19968,192,1765435969.478544712
1222,1765435965678293661,19968,192,1765435969.482165813
1223,1765435965878398210,19968,192,1765435969.941848040
1224,1765435966078409925,19968,192,1765435970.019604921
1225,1765435966278248975,20064,192,1765435970.023529768
1226,1765435966478235708,20064,192,1765435970.024693489
1227,1765435966578326815,19968,192,1765435970.233096600
1228,1765435966678228108,19968,192,1765435970.729370832
1229,1765435966878845244,19968,192,1765435970.733679771
1230,1765435967178202349,20064,192,1765435970.857940435
1231,1765435967278314714,19968,192,1765435970.977146387
1232,1765435967478889070,19968,192,1765435971.221420050
1233,1765435967678854025,19392,192,1765435971.352766752
1234,1765435967878254670,19968,192,1765435971.481595755
1235,1765435968078311772,19968,192,1765435972.297758579
1236,1765435968278235152,19968,192,1765435972.301280975
1237,1765435968678314040,19968,192,1765435972.535980463
1238,1765435968878216438,20064,192,1765435972.539448738
1239,1765435968978437820,19968,192,1765435972.541919708
1240,1765435969278417008,19968,192,1765435973.445153475
1241,1765435969378242116,19968,192,1765435973.448873043
1242,1765435969678336543,20064,192,1765435973.451164484
1243,1765435969778409204,19872,192,1765435974.394563675
1244,1765435970178218461,20064,192,1765435974.622878551
1245,1765435970478396127,19968,192,1765435974.626312256
1246,1765435970578219567,20064,192,1765435974.628653049
1247,1765435970778222481,20064,192,1765435974.629451513
1248,1765435970881244967,19968,192,1765435974.630106449
1249,1765435971178288290,20064,192,1765435975.117419004
1250,1765435971278579632,19968,192,1765435975.120918274
1251,1765435971378366258,19968,192,1765435975.239454269
1252,1765435971578232283,20064,192,1765435975.463028908
1253,1765435971778310418,20064,192,1765435976.019848347
1254,1765435971879014127,19968,192,1765435976.023358107
1255,1765435972178247206,20064,192,1765435976.025734663
1256,1765435972378380080,19968,192,1765435976.137918234
1257,1765435972678209412,20064,192,1765435976.263339758
1258,1765435972978310946,20064,192,1765435976.510188341
1259,1765435973079021692,19872,192,1765435977.058707237
1260,1765435973278373442,19968,192,1765435977.137362242
1261,1765435973678998628,19968,192,1765435977.138208866
1262,1765435973878264120,20064,192,1765435977.286747694
1263,1765435974178324762,19968,192,1765435977.437702656
1264,1765435974378335857,19968,192,1765435977.576271296
1265,1765435974478294720,19968,192,1765435978.359128475
1266,1765435974878340354,19968,192,1765435978.455742121
1267,1765435974978450771,19968,192,1765435978.459700584
1268,1765435975178307885,19968,192,1765435978.461683989
1269,1765435975378304367,19968,192,1765435978.662944794
1270,1765435975478333784,19968,192,1765435979.457056761
1271,1765435975778402665,19968,192,1765435979.460864067
1272,1765435975878321213,19968,192,1765435979.462594032
1273,1765435976078359547,19968,192,1765435979.463271618
1274,1765435976178301723,19968,192,1765435979.764653206
1275,1765435976478238734,20064,192,1765435980.012211561
1276,1765435976578264539,20064,192,1765435980.542849064
1277,1765435976778323705,19968,192,1765435980.884028435
1278,1765435976878291808,20064,192,1765435980.954050303
1279,1765435977178246298,20064,192,1765435980.957424879
1280,1765435977378232668,20064,192,1765435980.959887266
1281,1765435977478370823,19968,192,1765435981.088735819
1282,1765435977778358850,20064,192,1765435981.304299831
1283,1765435977879039501,19872,192,1765435981.566403389
1284,1765435978078289080,19968,192,1765435981.879573584
1285,1765435978178300996,20064,192,1765435981.883323669
1286,1765435978578288103,20064,192,1765435981.997837305
1287,1765435978678262408,19968,192,1765435982.166394949
1288,1765435978978271192,19968,192,1765435982.372290373
1289,1765435979178341522,19968,192,1765435982.509683132
1290,1765435979278404455,19872,192,1765435982.868806839
1291,1765435979678339376,19968,192,1765435982.872474909
1292,1765435979978297288,20064,192,1765435982.984682322
1293,1765435980078411813,19392,192,1765435983.136891842
1294,1765435980278328106,19968,192,1765435983.351912498
1295,1765435980378243280,20064,192,1765435983.528111696
1296,1765435980578280813,19968,192,1765435983.654721260
1297,1765435980678241339,20160,192,1765435983.873736382
1298,1765435980978249768,20064,192,1765435983.998184919
1299,1765435981178438984,19872,192,1765435984.118656158
1300,1765435981479056831,19872,192,1765435984.835837126
1301,1765435981578241623,20064,192,1765435984.839655876
1302,1765435981678346647,20064,192,1765435985.207451344
1303,1765435981878425697,19968,192,1765435985.296014309
1304,1765435982078951020,19872,192,1765435985.299805164
1305,1765435982278251798,20064,192,1765435985.302225590
1306,1765435982478422512,19968,192,1765435985.498221159
1307,1765435982578464518,19968,192,1765435985.751485348
1308,1765435982678284026,19968,192,1765435985.863055468
1309,1765435982878424889,19968,192,1765435986.171325922
1310,1765435983078432345,19968,192,1765435986.174651861
1311,1765435983278160636,20352,192,1765435986.319440365
1312,1765435983478379164,20064,192,1765435986.450388670
1313,1765435983579050349,19968,192,1765435987.322088003
1314,1765435983779081915,19968,192,1765435987.387516975
1315,1765435983978295859,19872,192,1765435987.811590910
1316,1765435984078270754,20064,192,1765435987.814976931
1317,1765435984278397726,19872,192,1765435988.287877083
1318,1765435984378248084,19968,192,1765435988.291695595
1319,1765435984478356958,20064,192,1765435988.292836189
1320,1765435984778258752,20064,192,1765435988.293494225
1321,1765435984978288318,19968,192,1765435989.206206560
1322,1765435985078306804,20064,192,1765435989.210198641
1323,1765435985378333058,20064,192,1765435989.212428331
1324,1765435985678312349,20064,192,1765435989.213062763
1325,1765435985778411464,19968,192,1765435990.238580465
1326,1765435985878313192,20064,192,1765435990.242040873
1327,1765435985978437047,19968,192,1765435990.244294167
1328,1765435986278439281,19968,192,1765435990.508321285
1329,1765435986378518358,20064,192,1765435990.512103319
1330,1765435986578321405,20064,192,1765435990.514946699
1331,1765435986678359483,19968,192,1765435990.515659809
1332,1765435986878338065,19968,192,1765435990.634660959
1333,1765435987078450016,19968,192,1765435991.636780500
1334,1765435987278349246,20064,192,1765435991.640443087
1335,1765435987578430145,19968,192,1765435991.643824816
1336,1765435987778319190,20064,192,1765435991.645277977
1337,1765435987878397156,19968,192,1765435991.804742813
1338,1765435988178426128,19968,192,1765435991.956918955
1339,1765435988478368174,19968,192,1765435992.072489500
1340,1765435988578353233,19968,192,1765435992.307963133
1341,1765435988778399294,19968,192,1765435992.544033527
1342,1765435988978398411,20064,192,1765435992.720672607
1343,1765435989078399136,19968,192,1765435992.929111719
1344,1765435989478482311,19968,192,1765435993.280741215
1345,1765435989578371389,20064,192,1765435993.284146786
1346,1765435989778399967,19968,192,1765435993.402796268
1347,1765435989978442842,20064,192,1765435993.738264799
1348,1765435990079190874,19872,192,1765435994.147049904
1349,1765435990578457427,19968,192,1765435994.150346756
1350,1765435990678348301,19968,192,1765435994.734775782
1351,1765435991078319604,20064,192,1765435994.738523483
1352,1765435991178415086,19968,192,1765435994.740496397
1353,1765435991578324574,20064,192,1765435994.876096010
1354,1765435991778336354,20064,192,1765435995.838454485
1355,1765435991878303726,20064,192,1765435995.842328548
1356,1765435991978410171,19968,192,1765435995.843234301
1357,1765435992078469968,19968,192,1765435995.844058514
1358,1765435992478416249,19968,192,1765435995.844723225
1359,1765435992678314345,20064,192,1765435996.043503046
1360,1765435992878409994,19968,192,1765435996.166581154
1361,1765435992978475975,19968,192,1765435996.294417143
1362,1765435993178339107,20064,192,1765435996.500886202
1363,1765435993378357626,19968,192,1765435996.685181379
1364,1765435993678415441,19968,192,1765435996.821598291
1365,1765435993778313664,19968,192,1765435997.028772593
1366,1765435993979173009,19872,192,1765435997.775098562
1367,1765435994178281702,20064,192,1765435997.778636217
1368,1765435994478329312,20064,192,1765435997.938718796
1369,1765435994578457292,19968,192,1765435997.942686796
1370,1765435994778475329,19872,192,1765435998.571044683
1371,1765435994978378181,20064,192,1765435998.574798584
1372,1765435995178431494,19968,192,1765435998.576646328
1373,1765435995378390363,19968,192,1765435998.577270508
1374,1765435995578358936,20064,192,1765435998.785887241
1375,1765435995678422398,19968,192,1765435998.991583824
1376,1765435995978399747,20064,192,1765435999.200974226
1377,1765435996078479412,19968,192,1765435999.325681448
1378,1765435996181910898,19968,192,1765435999.944163084
1379,1765435996479045958,20064,192,1765435999.947548389
1380,1765435996578490313,19968,192,1765435999.949653864
1381,1765435996778426515,19968,192,1765436000.142185688
1382,1765435996978530456,19968,192,1765436000.257818937
1383,1765435997078374604,19968,192,1765436000.379190207
1384,1765435997278397100,19968,192,1765436000.598096609
1385,1765435997478362338,20064,192,1765436000.713460922
1386,1765435997578360688,19968,192,1765436001.261734486
1387,1765435997978387699,20064,192,1765436001.263621569
1388,1765435998178379417,19968,192,1765436001.264750004
1389,1765435998278362655,20064,192,1765436001.389012814
1390,1765435998478585834,19968,192,1765436001.594985247
1391,1765435998678569348,19968,192,1765436001.810652733
1392,1765435998878389511,20064,192,1765436001.932593822
1393,1765435999178483818,19872,192,1765436002.471629143
1394,1765435999278394464,20064,192,1765436002.475678682
1395,1765435999478366143,20064,192,1765436002.477359533
1396,1765435999678510933,19968,192,1765436002.664726257
1397,1765435999778362339,20064,192,1765436002.858697891
1398,1765436000078442737,20064,192,1765436003.045127153
1399,1765436000178382715,19968,192,1765436003.172376156
1400,1765436000278442711,19968,192,1765436003.423429489
1401,1765436000478427205,19968,192,1765436003.627371311
1402,1765436000678454050,20064,192,1765436003.748627424
1403,1765436000778443954,19968,192,1765436003.963544130
1404,1765436000978460762,20064,192,1765436004.085391521
1405,1765436001078467758,19968,192,1765436004.235610008
1406,1765436001278405751,20064,192,1765436004.442504168
1407,1765436001478338873,19968,192,1765436004.563415289
1408,1765436001778374491,20064,192,1765436004.770820618
1409,1765436001878516004,19872,192,1765436004.891381741
1410,1765436002079117528,19872,192,1765436005.603807211
1411,1765436002178393326,19968,192,1765436005.607400894
1412,1765436002278376044,20064,192,1765436005.609660149
1413,1765436002578523937,19968,192,1765436005.610458851
1414,1765436002778400263,20064,192,1765436005.716352463
1415,1765436002978430810,20064,192,1765436006.010877371
1416,1765436003079233335,19968,192,1765436006.129076481
1417,1765436003378410420,20064,192,1765436006.338988066
1418,1765436003579198718,19872,192,1765436007.049818277
1419,1765436003678447423,20064,192,1765436007.053150177
1420,1765436003879099241,19968,192,1765436007.225770712
1421,1765436003978434464,19968,192,1765436007.613440990
1422,1765436004178454083,20064,192,1765436007.616797447
1423,1765436004378486331,19968,192,1765436007.618378401
1424,1765436004478474789,19872,192,1765436008.414544821
1425,1765436004678417334,19968,192,1765436008.418497801
1426,1765436004778428458,20064,192,1765436008.420527697
1427,1765436004978389226,19968,192,1765436008.421199083
1428,1765436005178365844,20064,192,1765436008.421941996
1429,1765436005378002872,20448,192,1765436009.106883526
1430,1765436005578422431,19968,192,1765436009.110413790
1431,1765436005678465165,20064,192,1765436009.113213301
1432,1765436005978129910,20544,192,1765436009.315261602
1433,1765436006078517474,19968,192,1765436009.558886290
1434,1765436006278510091,19968,192,1765436010.070012093
1435,1765436006378420937,20064,192,1765436010.073326826
1436,1765436006578430813,20064,192,1765436010.075636148
1437,1765436006778506226,20064,192,1765436010.194472551
1438,1765436006878546978,19968,192,1765436011.112213135
1439,1765436007278464915,19968,192,1765436011.115679264
1440,1765436007478430253,19968,192,1765436011.118242264
1441,1765436007678469590,19968,192,1765436011.356721401
1442,1765436007778398269,20064,192,1765436011.360396385
1443,1765436007978507791,19968,192,1765436011.474019289
1444,1765436008178401278,20064,192,1765436011.660673857
1445,1765436008378445466,20064,192,1765436011.790140867
1446,1765436008678563406,19968,192,1765436011.996045351
1447,1765436008778460769,20064,192,1765436012.119732618
1448,1765436008978467255,20064,192,1765436012.684666872
1449,1765436009278505675,19968,192,1765436012.688676834
1450,1765436009478440178,20064,192,1765436012.689677715
1451,1765436009578489929,19968,192,1765436012.893943548
1452,1765436009778469135,19968,192,1765436013.028339863
1453,1765436009878526220,19968,192,1765436013.154845238
1454,1765436010078511463,19968,192,1765436013.387383223
1455,1765436010378419197,19968,192,1765436013.505729437
1456,1765436010478509077,19968,192,1765436013.923720360
1457,1765436010678409265,19968,192,1765436014.003520012
1458,1765436010878541598,19968,192,1765436014.117701769
1459,1765436010978476850,19968,192,1765436014.283780336
1460,1765436011378510740,19968,192,1765436014.406383038
1461,1765436011578496925,20064,192,1765436014.803811073
1462,1765436011679249669,19872,192,1765436015.123085737
